tier,cell,class_id,source,method,k,n_positive,n_pool,stage1_recall_at_k,ap,first_hit,r@10,r@50,r@100
s,raw,tobacco800/logo_aeq93a00_1,tobacco800,raw_500_sift,500,13,4841,0.38461538461538464,0.11750531502643995,1,0.07692307692307693,0.23076923076923078,0.38461538461538464
s,raw,tobacco800/logo_aeq93a00_1,tobacco800,raw_1000_sift,1000,13,4841,0.5384615384615384,0.2629387736261799,1,0.23076923076923078,0.38461538461538464,0.38461538461538464
s,raw,tobacco800/logo_aeq93a00_1,tobacco800,raw_2000_sift,2000,13,4841,0.6923076923076923,0.2987949430978683,2,0.38461538461538464,0.46153846153846156,0.5384615384615384
s,raw,tobacco800/logo_afm90c00-first_1_0,tobacco800,raw_alone,,81,4841,,0.27323010150364324,1,0.08641975308641975,0.2222222222222222,0.2716049382716049
s,raw,tobacco800/logo_afm90c00-first_1_0,tobacco800,sift_exhaustive,,81,4841,,0.9167190846944542,1,0.12345679012345678,0.6172839506172839,0.9012345679012346
s,raw,tobacco800/logo_afm90c00-first_1_0,tobacco800,raw_100_sift,100,81,4841,0.2716049382716049,0.3720060378788918,1,0.12345679012345678,0.2716049382716049,0.2716049382716049
s,raw,tobacco800/logo_afm90c00-first_1_0,tobacco800,raw_500_sift,500,81,4841,0.8271604938271605,0.8228094843645203,1,0.12345679012345678,0.6172839506172839,0.8024691358024691
s,raw,tobacco800/logo_afm90c00-first_1_0,tobacco800,raw_1000_sift,1000,81,4841,0.9753086419753086,0.9311231466342167,1,0.12345679012345678,0.6172839506172839,0.9012345679012346
s,raw,tobacco800/logo_afm90c00-first_1_0,tobacco800,raw_2000_sift,2000,81,4841,1.0,0.9322457841569604,1,0.12345679012345678,0.6172839506172839,0.9012345679012346
s,raw,tobacco800/logo_ajj10e00_1,tobacco800,raw_alone,,49,4841,,0.42810057308602456,1,0.14285714285714285,0.46938775510204084,0.6326530612244898
s,raw,tobacco800/logo_ajj10e00_1,tobacco800,sift_exhaustive,,49,4841,,0.974624059603051,1,0.20408163265306123,0.9591836734693877,0.9795918367346939
