geometry,mode,category,band,metric,n_seeds,n_draws,sd_draw,sd_seed,seed_var_was_negative,share_draw
dinov3_patch/whole_image,binary,fork,mid 26-60,oracle_cost,5,20,0.06919473970304564,0.028859241761414654,False,0.8518252560673232
dinov3_patch/whole_image,binary,fork,mid 26-60,regret,5,20,0.019150577211402207,0.006266462116859022,False,0.9032825735343182
dinov3_patch/whole_image,binary,fork,mid 26-60,n_good,5,20,3.01531515044421,1.407038158770511,False,0.8211906151610288
dinov3_patch/whole_image,binary,kite,deep 101-150,cost,5,20,0.009778901327949433,0.01196968622854842,False,0.4002795783229079
dinov3_patch/whole_image,binary,kite,deep 101-150,f1,5,20,0.028787183654468987,0.005587650774212453,False,0.9636923158098466
dinov3_patch/whole_image,binary,kite,deep 101-150,auroc,5,20,0.0024597153097830338,0.00621713435852309,False,0.13534225777221104
dinov3_patch/whole_image,binary,kite,deep 101-150,threshold,5,20,0.009552448407537188,0.011019853080675057,False,0.42903192980764826
dinov3_patch/whole_image,binary,kite,deep 101-150,oracle_cost,5,20,0.00876801557853962,0.014698140851479807,False,0.26246012045665734
dinov3_patch/whole_image,binary,kite,deep 101-150,regret,5,20,0.008362020546492764,0.004965188150731395,False,0.7393316698449084
dinov3_patch/whole_image,binary,kite,deep 101-150,n_good,5,20,5.57577232790504,5.237716233948567,False,0.531231921013543
dinov3_patch/whole_image,binary,kite,early 1-25,cost,5,20,0.07931962062628947,0.059538380197070306,False,0.6396231169129455
dinov3_patch/whole_image,binary,kite,early 1-25,f1,5,20,0.05026076743627366,0.03316340192394704,False,0.6966837887355755
dinov3_patch/whole_image,binary,kite,early 1-25,auroc,5,20,0.0036063495458566208,0.006478196503232425,False,0.2365853681622942
dinov3_patch/whole_image,binary,kite,early 1-25,threshold,5,20,0.0082484527473106,0.005018437453274612,False,0.7298406065189984
dinov3_patch/whole_image,binary,kite,early 1-25,oracle_cost,5,20,0.012662103814684415,0.023172771085998554,False,0.22992607073505056
dinov3_patch/whole_image,binary,kite,early 1-25,regret,5,20,0.07821204869159697,0.08070620973484394,False,0.48430924894937233
dinov3_patch/whole_image,binary,kite,early 1-25,n_good,5,20,1.3653193985913703,0.7524405979938462,False,0.767034826825782
dinov3_patch/whole_image,binary,kite,late 61-100,cost,5,20,0.010313728435639467,0.014504098260424555,False,0.33583497313947436
dinov3_patch/whole_image,binary,kite,late 61-100,f1,5,20,0.03873152185236567,0.006314238102232458,False,0.9741106540444896
dinov3_patch/whole_image,binary,kite,late 61-100,auroc,5,20,0.00306786437964594,0.006469934177005209,False,0.18356649249017423
dinov3_patch/whole_image,binary,kite,late 61-100,threshold,5,20,0.014213978870935584,0.01056197517742997,False,0.64426663802395
dinov3_patch/whole_image,binary,kite,late 61-100,oracle_cost,5,20,0.009891042260307696,0.014846431755099285,False,0.30740910188427195
dinov3_patch/whole_image,binary,kite,late 61-100,regret,5,20,0.007695352033809837,0.002657361850778407,False,0.8934585030886693
dinov3_patch/whole_image,binary,kite,late 61-100,n_good,5,20,6.615695874803703,3.264661084761366,False,0.8041722541259542
dinov3_patch/whole_image,binary,kite,mid 26-60,cost,5,20,0.04636013725467034,0.026286558954914118,False,0.7567170937325153
dinov3_patch/whole_image,binary,kite,mid 26-60,f1,5,20,0.06963908438347181,0.031719950035391374,False,0.8281767535758906
dinov3_patch/whole_image,binary,kite,mid 26-60,auroc,5,20,0.003287929931618081,0.005998917852684955,False,0.2310055782840096
dinov3_patch/whole_image,binary,kite,mid 26-60,threshold,5,20,0.016467177382458082,0.006179336940231161,False,0.876567184830843
dinov3_patch/whole_image,binary,kite,mid 26-60,oracle_cost,5,20,0.014029075360650739,0.010985580419541745,False,0.6198936599211671
dinov3_patch/whole_image,binary,kite,mid 26-60,regret,5,20,0.04451358012572299,0.02304286529272857,False,0.7886615261940892
dinov3_patch/whole_image,binary,kite,mid 26-60,n_good,5,20,4.878119101874517,2.184541783403826,False,0.8329537277551765
dinov3_patch/whole_image,binary,knife,deep 101-150,cost,5,20,0.09086275803705757,0.04523279976812562,False,0.8013980929971778
dinov3_patch/whole_image,binary,knife,deep 101-150,f1,5,20,0.02614241177155864,0.012246598699814431,False,0.8200404334285072
dinov3_patch/whole_image,binary,knife,deep 101-150,auroc,5,20,0.04922865003076842,0.02013511137554347,False,0.8566845097636832
dinov3_patch/whole_image,binary,knife,deep 101-150,threshold,5,20,0.012886889702072375,0.005249438967232414,False,0.8576831179547543
dinov3_patch/whole_image,binary,knife,deep 101-150,oracle_cost,5,20,0.09071131352972092,0.04371888696610524,False,0.8115026586494077
dinov3_patch/whole_image,binary,knife,deep 101-150,regret,5,20,0.007885405048303887,0.0,True,1.0
dinov3_patch/whole_image,binary,knife,deep 101-150,n_good,5,20,4.322504926787853,0.6896765603489331,False,0.9751742619483699
dinov3_patch/whole_image,binary,knife,early 1-25,cost,5,20,0.0446257154447851,0.041396328482217595,False,0.537488553694089
dinov3_patch/whole_image,binary,knife,early 1-25,f1,5,20,0.009565415054003497,0.005632012443440431,False,0.742570961439042
dinov3_patch/whole_image,binary,knife,early 1-25,auroc,5,20,0.030761930722766305,0.022422636118825254,False,0.6530365915917427
dinov3_patch/whole_image,binary,knife,early 1-25,threshold,5,20,0.009009931656148468,0.004291547058047206,False,0.815079612434984
dinov3_patch/whole_image,binary,knife,early 1-25,oracle_cost,5,20,0.03761234026034185,0.023433439020236563,False,0.7203777917749262
dinov3_patch/whole_image,binary,knife,early 1-25,regret,5,20,0.017763142767893553,0.0266098553128869,False,0.3082503284702727
dinov3_patch/whole_image,binary,knife,early 1-25,n_good,5,20,0.8598005464068171,1.076518155735907,False,0.389462178541007
dinov3_patch/whole_image,binary,knife,late 61-100,cost,5,20,0.10700826326883474,0.05646244500792481,False,0.7822217053116025
dinov3_patch/whole_image,binary,knife,late 61-100,f1,5,20,0.027417095637541564,0.01774331277340597,False,0.7048114665081221
dinov3_patch/whole_image,binary,knife,late 61-100,auroc,5,20,0.06200689836175025,0.028836568850449024,False,0.8221822035362253
dinov3_patch/whole_image,binary,knife,late 61-100,threshold,5,20,0.013346536802894432,0.005865654080391996,False,0.838117273724312
dinov3_patch/whole_image,binary,knife,late 61-100,oracle_cost,5,20,0.1078546709339313,0.05502012670499383,False,0.7935029688479064
dinov3_patch/whole_image,binary,knife,late 61-100,regret,5,20,0.0076642226855831615,0.0,True,1.0
dinov3_patch/whole_image,binary,knife,late 61-100,n_good,5,20,3.383909341901837,1.4623404518235406,False,0.84263777938217
dinov3_patch/whole_image,binary,knife,mid 26-60,cost,5,20,0.0898390124729754,0.044162299541094706,False,0.8053847670087358
dinov3_patch/whole_image,binary,knife,mid 26-60,f1,5,20,0.02928086117091128,0.014788469837191637,False,0.7967610718059851
dinov3_patch/whole_image,binary,knife,mid 26-60,auroc,5,20,0.05863933767526777,0.025927902955306607,False,0.8364669746699636
dinov3_patch/whole_image,binary,knife,mid 26-60,threshold,5,20,0.015380416023319179,0.0025984776230076182,False,0.9722489587170451
dinov3_patch/whole_image,binary,knife,mid 26-60,oracle_cost,5,20,0.09121345438587071,0.04260491867889279,False,0.8209012375380449
dinov3_patch/whole_image,binary,knife,mid 26-60,regret,5,20,0.01159092332706012,0.0,True,1.0
dinov3_patch/whole_image,binary,knife,mid 26-60,n_good,5,20,2.2876933161844804,2.089619412975687,False,0.545157651149228
siglip/whole_image,binary,bicycle,deep 101-150,cost,5,20,0.03935748005998566,0.01014141251023197,False,0.9377378955803786
siglip/whole_image,binary,bicycle,deep 101-150,f1,5,20,0.012032711898174469,0.009492084062641246,False,0.6164108093569451
siglip/whole_image,binary,bicycle,deep 101-150,auroc,5,20,0.019405740833172872,0.007449956172660061,False,0.8715486646400339
siglip/whole_image,binary,bicycle,deep 101-150,threshold,5,20,0.010608289804120334,0.0016821317570303272,False,0.9754729949962659
siglip/whole_image,binary,bicycle,deep 101-150,oracle_cost,5,20,0.04400392150069787,0.01505414958486567,False,0.8952240877415346
siglip/whole_image,binary,bicycle,deep 101-150,regret,5,20,0.01570035988614395,0.008994762594391442,False,0.7528893987712796
siglip/whole_image,binary,bicycle,deep 101-150,n_good,5,20,3.0128113466538715,2.1967893821378697,False,0.6528869440845148
siglip/whole_image,binary,bicycle,early 1-25,cost,5,20,0.031766752064469536,0.03016254265509117,False,0.5258865161597001
siglip/whole_image,binary,bicycle,early 1-25,f1,5,20,0.006765174823751494,0.005839599581168486,False,0.5730367111661432
siglip/whole_image,binary,bicycle,early 1-25,auroc,5,20,0.013505496003402858,0.012935568053347526,False,0.5215446428908769
siglip/whole_image,binary,bicycle,early 1-25,threshold,5,20,0.010083876001763503,0.014310151124412068,False,0.33179828598612615
siglip/whole_image,binary,bicycle,early 1-25,oracle_cost,5,20,0.030847743635020144,0.03149936086492806,False,0.4895496981773367
siglip/whole_image,binary,bicycle,early 1-25,regret,5,20,0.028671004779062155,0.030864224388716457,False,0.46321090510338325
siglip/whole_image,binary,bicycle,early 1-25,n_good,5,20,1.0532417489912662,1.0955302218296623,False,0.48032732145121626
siglip/whole_image,binary,bicycle,late 61-100,cost,5,20,0.04335484528786616,0.01294372250256305,False,0.918160717407277
siglip/whole_image,binary,bicycle,late 61-100,f1,5,20,0.013003640021993224,0.00907275571538326,False,0.6725864381814456
siglip/whole_image,binary,bicycle,late 61-100,auroc,5,20,0.020852730637286623,0.010469859068576986,False,0.7986645635924544
siglip/whole_image,binary,bicycle,late 61-100,threshold,5,20,0.011693296768310733,0.004158745613073524,False,0.8877144072388707
siglip/whole_image,binary,bicycle,late 61-100,oracle_cost,5,20,0.048826840968597865,0.02185325049020299,False,0.8331142045735702
siglip/whole_image,binary,bicycle,late 61-100,regret,5,20,0.01781607600480688,0.011272679172593362,False,0.7141117250700567
siglip/whole_image,binary,bicycle,late 61-100,n_good,5,20,2.9061743481947646,2.123184563137349,False,0.6519997296330033
siglip/whole_image,binary,bicycle,mid 26-60,cost,5,20,0.043694520087264,0.014698666686169934,False,0.8983415627173917
siglip/whole_image,binary,bicycle,mid 26-60,f1,5,20,0.010410755383123804,0.010066264014946891,False,0.5168185559507993
siglip/whole_image,binary,bicycle,mid 26-60,auroc,5,20,0.02429028668817976,0.010322534241493311,False,0.8470300272143556
siglip/whole_image,binary,bicycle,mid 26-60,threshold,5,20,0.012591719540051874,0.007882729549718968,False,0.7184387345574244
siglip/whole_image,binary,bicycle,mid 26-60,oracle_cost,5,20,0.05558202941866797,0.021517853500869537,False,0.8696597724583153
siglip/whole_image,binary,bicycle,mid 26-60,regret,5,20,0.022657317802111172,0.01559552604433361,False,0.6785241397934018
siglip/whole_image,binary,bicycle,mid 26-60,n_good,5,20,2.6701773435835485,2.26351395020943,False,0.5818695654572716
siglip/whole_image,binary,bird,deep 101-150,cost,5,20,0.03531383942038354,0.02362054027574978,False,0.6908970662864172
siglip/whole_image,binary,bird,deep 101-150,f1,5,20,0.04846654046067413,0.02742201116179691,False,0.7575061503728178
siglip/whole_image,binary,bird,deep 101-150,auroc,5,20,0.016941261367368104,0.01312742197951075,False,0.6248293652114129
siglip/whole_image,binary,bird,deep 101-150,threshold,5,20,0.01847512205762848,0.006333814312608477,False,0.8948289851129412
siglip/whole_image,binary,bird,deep 101-150,oracle_cost,5,20,0.032524961857466686,0.029192278147771415,False,0.5538422348970591
siglip/whole_image,binary,bird,deep 101-150,regret,5,20,0.01937094935638239,0.013739431982028583,False,0.6653012528465018
siglip/whole_image,binary,bird,deep 101-150,n_good,5,20,13.822153758597674,5.82493412612402,False,0.8491884287302545
siglip/whole_image,binary,bird,early 1-25,cost,5,20,0.02416571036812733,0.03858484068512973,False,0.2817394782273512
siglip/whole_image,binary,bird,early 1-25,f1,5,20,0.019599394786501724,0.014033381074310656,False,0.6610819934276743
siglip/whole_image,binary,bird,early 1-25,auroc,5,20,0.008401232941407051,0.011922472123589111,False,0.33179158259139435
siglip/whole_image,binary,bird,early 1-25,threshold,5,20,0.008551893908014875,0.007232429422792382,False,0.5830132671751677
siglip/whole_image,binary,bird,early 1-25,oracle_cost,5,20,0.01634093241086773,0.027354692208629818,False,0.2630007773353637
siglip/whole_image,binary,bird,early 1-25,regret,5,20,0.020972115443455962,0.026850270934653225,False,0.378913036944059
siglip/whole_image,binary,bird,early 1-25,n_good,5,20,0.6142323881946181,0.19440941225601135,False,0.9089444368323856
siglip/whole_image,binary,bird,late 61-100,cost,5,20,0.0401477707666446,0.02219625273621152,False,0.7658970659871842
siglip/whole_image,binary,bird,late 61-100,f1,5,20,0.055636156730043046,0.01629201045718781,False,0.9210221693349128
siglip/whole_image,binary,bird,late 61-100,auroc,5,20,0.018670362241862373,0.009159271672784923,False,0.8060181076145063
siglip/whole_image,binary,bird,late 61-100,threshold,5,20,0.019045433722386377,0.00532739058125777,False,0.9274344383590307
siglip/whole_image,binary,bird,late 61-100,oracle_cost,5,20,0.03414846971388336,0.025772792716630473,False,0.6370994114499688
siglip/whole_image,binary,bird,late 61-100,regret,5,20,0.02046803920984448,0.008156821251754508,False,0.8629510883849181
siglip/whole_image,binary,bird,late 61-100,n_good,5,20,7.399726501880431,3.018989567697846,False,0.8572997919176046
siglip/whole_image,binary,bird,mid 26-60,cost,5,20,0.032999438964054585,0.027146941017179925,False,0.5963915957874893
siglip/whole_image,binary,bird,mid 26-60,f1,5,20,0.03955317227914828,0.013363163855047593,False,0.897549442305933
siglip/whole_image,binary,bird,mid 26-60,auroc,5,20,0.015570374784168091,0.010031861605965338,False,0.7066580176037053
siglip/whole_image,binary,bird,mid 26-60,threshold,5,20,0.01696776053617752,0.005820182510969485,False,0.8947274992208831
siglip/whole_image,binary,bird,mid 26-60,oracle_cost,5,20,0.02847815407232304,0.028885579406929617,False,0.4928978684228745
siglip/whole_image,binary,bird,mid 26-60,regret,5,20,0.020056170029170206,0.00796151469990678,False,0.8638727227041791
siglip/whole_image,binary,bird,mid 26-60,n_good,5,20,2.7018458900811972,1.3031867575397067,False,0.8112641315731006
siglip/whole_image,binary,fork,deep 101-150,cost,5,20,0.0200325109442832,0.014410052807995549,False,0.6590044483907876
siglip/whole_image,binary,fork,deep 101-150,f1,5,20,0.023061256671121567,0.016305539098498543,False,0.6667002421358309
siglip/whole_image,binary,fork,deep 101-150,auroc,5,20,0.00757591554652242,0.003608356816712361,False,0.815092127179614
siglip/whole_image,binary,fork,deep 101-150,threshold,5,20,0.014533133349167629,0.005370889560446798,False,0.879835688676302
siglip/whole_image,binary,fork,deep 101-150,oracle_cost,5,20,0.02098894619376471,0.01281239605691935,False,0.7285277052409693
siglip/whole_image,binary,fork,deep 101-150,regret,5,20,0.016335911277378674,0.007765050893640971,False,0.8156975741059124
siglip/whole_image,binary,fork,deep 101-150,n_good,5,20,2.5054213218538712,2.3669225589359693,False,0.5284025406410785
siglip/whole_image,binary,fork,early 1-25,cost,5,20,0.023196568495729597,0.02226209899604725,False,0.5205477819935115
siglip/whole_image,binary,fork,early 1-25,f1,5,20,0.01541316614549369,0.024731943185560417,False,0.279740911915465
siglip/whole_image,binary,fork,early 1-25,auroc,5,20,0.009520120072289142,0.011158787718384284,False,0.4212510724980875
siglip/whole_image,binary,fork,early 1-25,threshold,5,20,0.010418873562942065,0.004500004988717223,False,0.842782781275744
siglip/whole_image,binary,fork,early 1-25,oracle_cost,5,20,0.025079169943019692,0.021579851212831597,False,0.5745782118277578
siglip/whole_image,binary,fork,early 1-25,regret,5,20,0.015174369577564887,0.019991891575895204,False,0.365530856809161
siglip/whole_image,binary,fork,early 1-25,n_good,5,20,0.3823774100134058,0.2351077117964245,False,0.7256630505486104
siglip/whole_image,binary,fork,late 61-100,cost,5,20,0.022918075159881916,0.014859143034177857,False,0.7040421286184011
siglip/whole_image,binary,fork,late 61-100,f1,5,20,0.02174287556164612,0.0198009055255085,False,0.546643223661792
siglip/whole_image,binary,fork,late 61-100,auroc,5,20,0.009572355600630958,0.0033329535033358357,False,0.8918752814170645
siglip/whole_image,binary,fork,late 61-100,threshold,5,20,0.013473529141960884,0.006834951330839817,False,0.7953295143426747
siglip/whole_image,binary,fork,late 61-100,oracle_cost,5,20,0.02679482166130992,0.00747326365926128,False,0.9278252859985674
siglip/whole_image,binary,fork,late 61-100,regret,5,20,0.018270561554834166,0.008687547847067453,False,0.8155976008970953
siglip/whole_image,binary,fork,late 61-100,n_good,5,20,1.7725984494966407,1.6232179803840594,False,0.5439046005907572
siglip/whole_image,binary,fork,mid 26-60,cost,5,20,0.02673457713361805,0.009170262426941012,False,0.8947290747310201
siglip/whole_image,binary,fork,mid 26-60,f1,5,20,0.022173572010162068,0.022477640577790343,False,0.49319045441950593
siglip/whole_image,binary,fork,mid 26-60,auroc,5,20,0.011695138334377901,0.004148746994082604,False,0.8882246595396321
siglip/whole_image,binary,fork,mid 26-60,threshold,5,20,0.014482912942671615,0.007584306839933453,False,0.7847857365895995
siglip/whole_image,binary,fork,mid 26-60,oracle_cost,5,20,0.030647157882865803,0.007890481933701442,False,0.9378340405887924
siglip/whole_image,binary,fork,mid 26-60,regret,5,20,0.018549864405231088,0.010308536190346877,False,0.7640440558516076
siglip/whole_image,binary,fork,mid 26-60,n_good,5,20,1.08122121352068,0.8741264290498709,False,0.6047371292562694
siglip/whole_image,binary,kite,deep 101-150,cost,5,20,0.01198457773021197,0.0037687286274216765,False,0.9100107216097986
siglip/whole_image,binary,kite,deep 101-150,f1,5,20,0.035092032399237874,0.012917281866470906,False,0.8806727122804825
siglip/whole_image,binary,kite,deep 101-150,auroc,5,20,0.001246266904221436,0.002852218095351952,False,0.16031465847971715
siglip/whole_image,binary,kite,deep 101-150,threshold,5,20,0.012577426883904414,0.0058075845695806485,False,0.8242596379788971
siglip/whole_image,binary,kite,deep 101-150,oracle_cost,5,20,0.008266776183205855,0.0127176808171389,False,0.2970266312697844
siglip/whole_image,binary,kite,deep 101-150,regret,5,20,0.009656547064378785,0.00932975444449494,False,0.5172069233648428
siglip/whole_image,binary,kite,deep 101-150,n_good,5,20,14.84768980080917,8.98712534011557,False,0.7318644136087916
siglip/whole_image,binary,kite,early 1-25,cost,5,20,0.019523795121113956,0.019282193229289007,False,0.5062256506675955
siglip/whole_image,binary,kite,early 1-25,f1,5,20,0.03013473345834288,0.029376541235265258,False,0.5127382446529687
siglip/whole_image,binary,kite,early 1-25,auroc,5,20,0.002365509571838848,0.00937901199358549,False,0.059807030072580585
siglip/whole_image,binary,kite,early 1-25,threshold,5,20,0.010721154446596149,0.005379904803121845,False,0.7988458264935308
siglip/whole_image,binary,kite,early 1-25,oracle_cost,5,20,0.010359574422020429,0.020333714790468208,False,0.20607671153894255
siglip/whole_image,binary,kite,early 1-25,regret,5,20,0.018865787605280245,0.0,True,1.0
siglip/whole_image,binary,kite,early 1-25,n_good,5,20,0.769233300263176,0.5793944728813727,False,0.6380294339862573
siglip/whole_image,binary,kite,late 61-100,cost,5,20,0.01932743899984046,0.006556600716495914,False,0.8967947248271636
siglip/whole_image,binary,kite,late 61-100,f1,5,20,0.054314944703587505,0.027526773160834454,False,0.7956427558045814
siglip/whole_image,binary,kite,late 61-100,auroc,5,20,0.002031322312815743,0.002856884076163808,False,0.3357951831527634
siglip/whole_image,binary,kite,late 61-100,threshold,5,20,0.016315174892105374,0.00501660577596943,False,0.9136220208687258
siglip/whole_image,binary,kite,late 61-100,oracle_cost,5,20,0.010428794592186217,0.013515725878819034,False,0.3731875201051747
siglip/whole_image,binary,kite,late 61-100,regret,5,20,0.015308860768721849,0.014124966736548368,False,0.5401572574771777
siglip/whole_image,binary,kite,late 61-100,n_good,5,20,9.760435559063518,5.577949265623383,False,0.7538090561363155
siglip/whole_image,binary,kite,mid 26-60,cost,5,20,0.020120232285365663,0.007648033757645474,False,0.8737526888728817
siglip/whole_image,binary,kite,mid 26-60,f1,5,20,0.04371442112458505,0.032028530021768496,False,0.65069645627356
siglip/whole_image,binary,kite,mid 26-60,auroc,5,20,0.0028250741762432504,0.0025609069221820065,False,0.5489294868305579
siglip/whole_image,binary,kite,mid 26-60,threshold,5,20,0.016278040592453163,0.007793427220676041,False,0.8135239515199718
siglip/whole_image,binary,kite,mid 26-60,oracle_cost,5,20,0.013578773203767987,0.009510667919676296,False,0.6708843026448599
siglip/whole_image,binary,kite,mid 26-60,regret,5,20,0.013907494210420724,0.00767898571414984,False,0.7663618244238363
siglip/whole_image,binary,kite,mid 26-60,n_good,5,20,3.7330215140098177,2.429830885276151,False,0.7024083333070485
siglip/whole_image,binary,knife,deep 101-150,cost,5,20,0.05431163807299032,0.011547470346066853,False,0.9567499745383982
siglip/whole_image,binary,knife,deep 101-150,f1,5,20,0.023940190859390278,0.007926102179504695,False,0.9012146875820222
siglip/whole_image,binary,knife,deep 101-150,auroc,5,20,0.02440075462830688,0.0038425661624174367,False,0.9758009982643525
siglip/whole_image,binary,knife,deep 101-150,threshold,5,20,0.014479232058571559,0.0031461906068330366,False,0.9549138456590752
siglip/whole_image,binary,knife,deep 101-150,oracle_cost,5,20,0.058938137166225237,0.008978476708984238,False,0.9773196811851076
siglip/whole_image,binary,knife,deep 101-150,regret,5,20,0.019852319704985428,0.0,True,1.0
siglip/whole_image,binary,knife,deep 101-150,n_good,5,20,2.843550264240666,1.2232209917822872,False,0.8438465720915955
siglip/whole_image,binary,knife,early 1-25,cost,5,20,0.06898638688663522,0.08970895533702468,False,0.37160842648408027
siglip/whole_image,binary,knife,early 1-25,f1,5,20,0.012828511953152223,0.012906189782378792,False,0.49698161951418185
siglip/whole_image,binary,knife,early 1-25,auroc,5,20,0.03857905590475487,0.055234608698202625,False,0.32788635307944597
siglip/whole_image,binary,knife,early 1-25,threshold,5,20,0.00961188814220521,0.010842770896523501,False,0.440040965788711
siglip/whole_image,binary,knife,early 1-25,oracle_cost,5,20,0.07659085611525346,0.10308369191135816,False,0.35568848860188024
siglip/whole_image,binary,knife,early 1-25,regret,5,20,0.016417025905232162,0.014006267322588903,False,0.5787461011967412
siglip/whole_image,binary,knife,early 1-25,n_good,5,20,0.6351895193428515,0.3076885711265174,False,0.8099477249905113
siglip/whole_image,binary,knife,late 61-100,cost,5,20,0.07802483832245588,0.03822347709478174,False,0.8064575840330223
siglip/whole_image,binary,knife,late 61-100,f1,5,20,0.025566619864360166,0.009664607326004895,False,0.8749698162007408
siglip/whole_image,binary,knife,late 61-100,auroc,5,20,0.03663442115823911,0.016995234155147414,False,0.8228986112518039
siglip/whole_image,binary,knife,late 61-100,threshold,5,20,0.01670827797859106,0.005880242684046137,False,0.8897914373187139
siglip/whole_image,binary,knife,late 61-100,oracle_cost,5,20,0.08400779750333122,0.04211256671365605,False,0.7991719176231793
siglip/whole_image,binary,knife,late 61-100,regret,5,20,0.018265601053005218,0.002981101930970027,False,0.9740540968043593
siglip/whole_image,binary,knife,late 61-100,n_good,5,20,2.362174928902778,1.0953328884467775,False,0.8230353125039575
siglip/whole_image,binary,knife,mid 26-60,cost,5,20,0.09481245469300284,0.0650604680123798,False,0.6798684523626445
siglip/whole_image,binary,knife,mid 26-60,f1,5,20,0.02966623598155941,0.010901787909350206,False,0.8810242561186932
siglip/whole_image,binary,knife,mid 26-60,auroc,5,20,0.04624433602947311,0.03441872405782369,False,0.6435203612083386
siglip/whole_image,binary,knife,mid 26-60,threshold,5,20,0.019581977725727635,0.007311841067778481,False,0.8776357167832426
siglip/whole_image,binary,knife,mid 26-60,oracle_cost,5,20,0.09990093843580114,0.07017583094081671,False,0.6695941936127392
siglip/whole_image,binary,knife,mid 26-60,regret,5,20,0.014279520348586,0.00475401826393109,False,0.9002200806344081
siglip/whole_image,binary,knife,mid 26-60,n_good,5,20,1.5693358587612738,0.9150674465818186,False,0.7462706197553558
