arm,seed,n_votes,treatment,design,inclusion,threshold,temperature,n_included,pool_size,recall,precision,fpr,fnr,sat_frac_extreme,sat_frac_mid,sat_mean_abs_logit,cal_mean_abs_logit
agnews:Business,0,12,smooth,bayes_temp,5,3.054936364203525e-151,99.99999999993352,2388,2388,1.0,0.24958123953098826,1.0,0.0,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,bayes_temp,7,1.9010915669084308e-211,99.99999999993352,2388,2388,1.0,0.24958123953098826,1.0,0.0,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,bayes_temp,10,9.332636189333054e-302,99.99999999993352,2388,2388,1.0,0.24958123953098826,1.0,0.0,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,conformal,-10,0.5299970209598541,99.99999999993352,350,2388,0.4966442953020134,0.8457142857142858,0.030133928571428572,0.5033557046979866,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,conformal,-7,0.5273713029455394,99.99999999993352,382,2388,0.5335570469798657,0.8324607329842932,0.03571428571428571,0.4664429530201342,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,conformal,-5,0.527272286824882,99.99999999993352,386,2388,0.5369127516778524,0.8290155440414507,0.036830357142857144,0.46308724832214765,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,conformal,-3,0.5268762223422527,99.99999999993352,395,2388,0.5469798657718121,0.8253164556962025,0.03850446428571429,0.45302013422818793,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,conformal,-1,0.5252919644117355,99.99999999993352,415,2388,0.5671140939597316,0.8144578313253013,0.04296875,0.43288590604026844,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,conformal,0,0.524351492524147,99.99999999993352,429,2388,0.5822147651006712,0.8088578088578089,0.04575892857142857,0.41778523489932884,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,conformal,1,0.5235410407185555,99.99999999993352,439,2388,0.5906040268456376,0.8018223234624146,0.048549107142857144,0.40939597315436244,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,conformal,3,0.5229332018643618,99.99999999993352,450,2388,0.6040268456375839,0.8,0.05022321428571429,0.3959731543624161,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,conformal,5,0.5227812421508133,99.99999999993352,454,2388,0.6073825503355704,0.7973568281938326,0.05133928571428571,0.3926174496644295,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,conformal,7,0.5227432522224262,99.99999999993352,455,2388,0.6090604026845637,0.7978021978021979,0.05133928571428571,0.39093959731543626,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,12,smooth,conformal,10,0.5227321718266467,99.99999999993352,455,2388,0.6090604026845637,0.7978021978021979,0.05133928571428571,0.39093959731543626,0.0,1.0,0.07722179361476712,0.08136820634434268
agnews:Business,0,24,raw,argmin,-10,0.5248035788536072,1.0,493,2376,0.6773648648648649,0.8133874239350912,0.0515695067264574,0.32263513513513514,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,argmin,-7,0.5248035788536072,1.0,493,2376,0.6773648648648649,0.8133874239350912,0.0515695067264574,0.32263513513513514,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,argmin,-5,0.5248035788536072,1.0,493,2376,0.6773648648648649,0.8133874239350912,0.0515695067264574,0.32263513513513514,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,argmin,-3,0.5248035788536072,1.0,493,2376,0.6773648648648649,0.8133874239350912,0.0515695067264574,0.32263513513513514,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,argmin,-1,0.5123949348926544,1.0,1121,2376,0.9594594594594594,0.5066904549509367,0.3099775784753363,0.04054054054054054,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,argmin,0,0.5123949348926544,1.0,1121,2376,0.9594594594594594,0.5066904549509367,0.3099775784753363,0.04054054054054054,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,argmin,1,0.5123949348926544,1.0,1121,2376,0.9594594594594594,0.5066904549509367,0.3099775784753363,0.04054054054054054,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,argmin,3,0.5123949348926544,1.0,1121,2376,0.9594594594594594,0.5066904549509367,0.3099775784753363,0.04054054054054054,0.0,1.0,0.06001157717863838,0.0516223552937576
agnews:Business,0,24,raw,argmin,5,0.5123949348926544,1.0,1121,2376,0.9594594594594594,0.5066904549509367,0.3099775784753363,0.04054054054054054,0.0,1.0,0.06001157717863838,0.0516223552937576
