dataset,band,t,cost_fp16,cost_fp32,ap_fp16,ap_fp32,n
visual_genome_m,leaf_to_4x,56,0.16450029166666666,0.1672493229166667,0.7624222708333334,0.7659882916666666,96
visual_genome_m,leaf_to_4x,57,0.16798054166666665,0.165910125,0.7632557812499999,0.76586878125,96
visual_genome_m,leaf_to_4x,58,0.1704444791666667,0.16314051041666666,0.76334915625,0.7657904375000001,96
visual_genome_m,leaf_to_4x,59,0.16784039583333332,0.16347960416666665,0.7629013750000001,0.7667033020833333,96
visual_genome_m,leaf_to_4x,60,0.17328677083333333,0.16186111458333333,0.7631521666666666,0.7660789479166666,96
visual_genome_m,leaf_to_4x,61,0.17344432291666667,0.16049970833333332,0.7637833229166667,0.7667074791666666,96
visual_genome_m,leaf_to_4x,62,0.17431177083333335,0.16113971875,0.7638344270833333,0.767587625,96
visual_genome_m,leaf_to_4x,63,0.17175825,0.15996898958333333,0.7639249166666667,0.7684112916666667,96
visual_genome_m,leaf_to_4x,64,0.17223698958333333,0.16473482291666666,0.7640636875000001,0.77024115625,96
visual_genome_m,leaf_to_4x,65,0.17534169791666665,0.16078480208333332,0.7642210520833334,0.7698024375,96
visual_genome_m,leaf_to_4x,66,0.17236971874999998,0.15994753125,0.76425228125,0.7697694374999999,96
visual_genome_m,leaf_to_4x,67,0.16856632291666665,0.16160894791666666,0.7647675416666666,0.7701471979166666,96
visual_genome_m,leaf_to_4x,68,0.16635682291666667,0.15909423958333332,0.7654578541666667,0.7690981145833334,96
visual_genome_m,leaf_to_4x,69,0.16249735416666666,0.15175179166666666,0.76406340625,0.7692145729166667,96
visual_genome_m,leaf_to_4x,70,0.16130277083333333,0.15173778125,0.7625411979166666,0.7701061562499999,96
visual_genome_m,leaf_to_4x,71,0.15864957291666668,0.15101853125,0.7625900729166667,0.7707455,96
visual_genome_m,leaf_to_4x,72,0.15872869791666666,0.15350203125,0.7650079166666667,0.7704762395833334,96
visual_genome_m,leaf_to_4x,73,0.15536753125,0.15341384375,0.7652569374999999,0.7707897083333334,96
