condition,size,level,arm,test_ap,test_auroc,test_oracle_cost
ratio,8,1.0,ridge_a1,0.5312264205453426,0.8603911930244794,0.3292330424455593
ratio,8,1.0,svm,0.5244065944343985,0.8566136016761454,0.3360106474218986
ratio,8,1.0,svm_C0.1,0.5328849831477782,0.8624112446962141,0.32533414027050916
ratio,8,1.0,svm_C10,0.5041235822785696,0.8457720837629633,0.35585604843316676
ratio,8,1.0,svm_hinge,0.5350426746120417,0.8637840729368664,0.3230875106066095
ratio,8,4.0,centroid,0.5591357512590758,0.8708054077636623,0.30462172271644444
ratio,8,4.0,lr,0.5532844041057186,0.8569999073504279,0.32792401262910464
ratio,8,4.0,lr_nosmooth,0.5535673321702802,0.8573785640192358,0.3270965679705631
ratio,8,4.0,lr_zeroinit,0.5537604359984849,0.857641610450203,0.326770031536989
ratio,8,4.0,lrconv_C0.1,0.5595727964814788,0.8708722001664042,0.3046764015813012
ratio,8,4.0,lrconv_C1,0.5621246827828623,0.8705492017518074,0.30590036281578326
ratio,8,4.0,lrconv_C10,0.559367319953415,0.864095235330791,0.31713184473282857
ratio,8,4.0,lrconv_C100,0.5490281141425276,0.8547712042293572,0.33369107737109577
ratio,8,4.0,ridge_a1,0.5617437067808916,0.8666082264378188,0.3127491666669418
ratio,8,4.0,svm,0.5557891772014567,0.8604602179697207,0.32326342665223357
ratio,8,4.0,svm_C0.1,0.5598198938431057,0.8688216412325271,0.3088671325617381
ratio,8,4.0,svm_C10,0.5325757085426832,0.8424461700286205,0.35512371299793566
ratio,8,4.0,svm_hinge,0.5623934738255549,0.8678638464875046,0.30948583607554553
ratio,8,16.0,centroid,0.5648528722365259,0.8804615485422926,0.2882050415797317
ratio,8,16.0,lr,0.5599241411668106,0.8639839414532277,0.31587315270320293
ratio,8,16.0,lr_nosmooth,0.5603243082411551,0.8644969907416367,0.31509537193005543
ratio,8,16.0,lr_zeroinit,0.5606048822467574,0.8646798781359114,0.3152474084723967
ratio,8,16.0,lrconv_C0.1,0.5663311568771104,0.8806033807710437,0.28845629912019805
ratio,8,16.0,lrconv_C1,0.5692228549310928,0.8775720241248958,0.2949783808785399
ratio,8,16.0,lrconv_C10,0.5609965719944564,0.8654123626535006,0.3160615551840121
ratio,8,16.0,lrconv_C100,0.5465330943426538,0.8535707302363984,0.3381287120023586
ratio,8,16.0,ridge_a1,0.5624149758965754,0.8645028804263611,0.31702566699411006
ratio,8,16.0,svm,0.554041853570619,0.8561644395994711,0.3314839319608823
ratio,8,16.0,svm_C0.1,0.5678641792424182,0.8760788024485089,0.2974650192195366
ratio,8,16.0,svm_C10,0.5238832099155638,0.8362523765033302,0.3703064196607361
ratio,8,16.0,svm_hinge,0.5553047540838695,0.8601143688063749,0.3238263151014694
