window,scope,arm,ref,isolates,metric,ref_mean,arm_mean,mean,se,n,n_clusters,frac_arm_better,frac_tied
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,gp_rbf_anch,max-variance vs rank-nearest-cut Hard pick,fnr,0.08935346886446888,0.09692636996336997,0.007572901098901099,0.0047955890069845165,273,138,0.27472527472527475,0.48717948717948717
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,gp_rbf_anch,max-variance vs rank-nearest-cut Hard pick,fpr,0.2401577838827839,0.242580315018315,0.002422531135531137,0.0058027306514169515,273,138,0.4542124542124542,0.06593406593406594
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,gp_rbf_anch,max-variance vs rank-nearest-cut Hard pick,n_good,9.179487179487179,9.750915750915752,0.5714285714285714,0.49248091407563926,273,138,0.4908424908424908,0.18315018315018314
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,app,best GP arm vs the shipped detector,cost,0.3180132893772894,0.33950667765567766,0.021493388278388276,0.008890855982763289,273,138,0.46153846153846156,0.0
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,app,best GP arm vs the shipped detector,oracle_cost,0.21189878388278388,0.22770138095238096,0.01580259706959707,0.005978103043178767,273,138,0.5347985347985348,0.007326007326007326
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,app,best GP arm vs the shipped detector,regret,0.10611452014652016,0.11180532234432233,0.005690802197802196,0.006194282211471955,273,138,0.47619047619047616,0.0
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,app,best GP arm vs the shipped detector,average_precision,0.4859366776556776,0.5400765787545787,0.0541399010989011,0.006743246788302596,273,138,0.7142857142857143,0.0
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,app,best GP arm vs the shipped detector,auroc,0.9244639706959707,0.91133663003663,-0.013127340659340658,0.003870492169148895,273,138,0.5824175824175825,0.0
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,app,best GP arm vs the shipped detector,f1,0.045777454212454216,0.09145866666666667,0.04568121245421246,0.010954492372364434,273,138,0.4468864468864469,0.0
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,app,best GP arm vs the shipped detector,fnr,0.09507216117216116,0.09692636996336997,0.0018542087912087899,0.007177199391312481,273,138,0.2893772893772894,0.4358974358974359
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,app,best GP arm vs the shipped detector,fpr,0.22294112087912085,0.242580315018315,0.019639194139194138,0.008325008224715795,273,138,0.43956043956043955,0.0
t50,coco_better/siglip2_l,gp_rbf_anch_maxvar,app,best GP arm vs the shipped detector,n_good,4.663003663003663,9.750915750915752,5.087912087912088,0.43008510426973995,273,138,0.7142857142857143,0.19047619047619047
t50,coco_val/siglip,gp_rbf_anch,app,"head, at the fold-anchored cut",cost,0.21707805263157892,0.20358484868421053,-0.01349320394736842,0.00892293516907144,152,19,0.5921052631578947,0.0
t50,coco_val/siglip,gp_rbf_anch,app,"head, at the fold-anchored cut",oracle_cost,0.1518677105263158,0.15099751973684208,-0.0008701907894736842,0.003455886448094128,152,19,0.5,0.019736842105263157
t50,coco_val/siglip,gp_rbf_anch,app,"head, at the fold-anchored cut",regret,0.0652103552631579,0.05258731578947369,-0.01262303947368421,0.007388219421332159,152,19,0.631578947368421,0.006578947368421052
t50,coco_val/siglip,gp_rbf_anch,app,"head, at the fold-anchored cut",average_precision,0.7330031315789474,0.7519176118421053,0.01891448026315789,0.006579707771476513,152,19,0.5986842105263158,0.006578947368421052
t50,coco_val/siglip,gp_rbf_anch,app,"head, at the fold-anchored cut",auroc,0.9550042631578948,0.9535578815789474,-0.0014463815789473684,0.0013394967315487661,152,19,0.46710526315789475,0.006578947368421052
t50,coco_val/siglip,gp_rbf_anch,app,"head, at the fold-anchored cut",f1,0.3470226776315789,0.3903850197368421,0.043362342105263164,0.01894699498997677,152,19,0.631578947368421,0.0
t50,coco_val/siglip,gp_rbf_anch,app,"head, at the fold-anchored cut",fnr,0.07414505921052632,0.08698209210526316,0.012837032894736842,0.002923026506027281,152,19,0.21710526315789475,0.3157894736842105
