scope,arm,cost,oracle_cost,regret,average_precision,auroc,f1,fnr,fpr,n_good,n_cells,window
coco_val/siglip,app,0.2399182697368421,0.16779642763157895,0.07212178947368421,0.704121105263158,0.9473268684210526,0.31910179605263156,0.08257733552631578,0.15734088157894738,6.217105263157895,152,t25
coco_val/siglip,app_gmm,0.24286440131578946,0.17035105263157896,0.07251334868421053,0.6643370526315789,0.9496775263157895,0.3130071447368421,0.06654974342105263,0.17631469736842106,3.3223684210526314,152,t25
coco_val/siglip,app_xcal,0.2681549407894737,0.16273384210526318,0.10542115131578947,0.7241070263157895,0.9508113881578948,0.6486104013157895,0.23203411842105262,0.03612082236842105,7.401315789473684,152,t25
coco_val/siglip,gp_dot_anch,0.26752992763157896,0.17950801315789475,0.08802191447368421,0.7013071842105263,0.9430637171052632,0.2723055657894737,0.08709759210526316,0.18043236184210526,5.592105263157895,152,t25
coco_val/siglip,gp_rbf_anch,0.25348830263157895,0.17081161184210525,0.08267668421052632,0.7122750921052632,0.9435109671052632,0.33914052631578945,0.0872769144736842,0.16621138815789474,8.473684210526315,152,t25
coco_val/siglip,gp_rbf_anch_maxvar,0.2542085394736842,0.1669783552631579,0.08723013815789474,0.712812572368421,0.9499947565789474,0.26093451315789473,0.06602509868421053,0.18818344736842105,6.565789473684211,152,t25
coco_val/siglip,gp_rbf_gmm,0.26329590789473684,0.1846970460526316,0.07859880921052631,0.6706085460526316,0.9416162763157895,0.38690636842105264,0.12801746710526316,0.13527844078947368,4.598684210526316,152,t25
coco_val/siglip,gp_rbf_xcal,0.5978303684210526,0.1931248947368421,0.4047054605263158,0.6921560657894738,0.9353905921052632,0.24450406578947367,0.08479521710526317,0.5130351513157895,6.0855263157894735,152,t25
coco_val/siglip2_l,app,0.2181548355263158,0.1467281907894737,0.07142661184210526,0.7556110263157895,0.9527338486842106,0.3413958552631579,0.07718697368421053,0.14096788157894738,6.6381578947368425,152,t25
coco_val/siglip2_l,app_gmm,0.23868296052631577,0.16183288815789473,0.07685015131578948,0.703173302631579,0.952979302631579,0.31082525,0.06502377631578947,0.17365922368421052,3.263157894736842,152,t25
coco_val/siglip2_l,app_xcal,0.24638376973684212,0.1386698552631579,0.10771390131578948,0.7804250723684211,0.9577685855263158,0.6944427763157894,0.21935411842105262,0.02702961842105263,7.618421052631579,152,t25
coco_val/siglip2_l,gp_dot_anch,0.2502513289473684,0.15647149999999999,0.09377978289473683,0.7468615460526316,0.9505860657894737,0.2733047960526316,0.07192201315789473,0.17832929605263156,5.901315789473684,152,t25
coco_val/siglip2_l,gp_rbf_anch,0.2422328355263158,0.15639006578947368,0.08584269078947368,0.7473758421052632,0.9492305000000001,0.3687549210526316,0.07600842105263159,0.1662244144736842,9.105263157894736,152,t25
coco_val/siglip2_l,gp_rbf_anch_maxvar,0.2370590460526316,0.14803559868421054,0.08902344736842105,0.7550408552631579,0.9533387171052632,0.2877740394736842,0.06575471710526315,0.17130439473684209,6.907894736842105,152,t25
coco_val/siglip2_l,gp_rbf_gmm,0.23884176973684212,0.15985471710526314,0.0789870197368421,0.7253310855263159,0.95063025,0.4541435,0.12674223684210525,0.11209957236842104,4.8881578947368425,152,t25
coco_val/siglip2_l,gp_rbf_xcal,0.5955289605263158,0.16000886184210525,0.4355201513157894,0.7471461315789473,0.9499280657894738,0.26153790789473685,0.0748552697368421,0.5206737171052631,6.296052631578948,152,t25
coco_better,app,0.3351250483271376,0.23086133828996283,0.10426373791821561,0.46318145539033456,0.9132422992565056,0.04391604646840149,0.10806783643122676,0.2270572063197026,4.286245353159852,538,t50
coco_better,app_gmm,0.36600981970260227,0.24135951486988846,0.124650343866171,0.42484993866171006,0.9108281617100372,0.035884079925650555,0.09864508364312267,0.26736476765799255,2.8717472118959106,538,t50
coco_better,app_xcal,0.35951113940520446,0.22829501672862454,0.13121615427509292,0.515034907063197,0.9133003921933086,0.3927084907063197,0.3034201096654275,0.05609106319702602,5.979553903345725,538,t50
coco_better,gp_dot_anch,0.38698173977695166,0.2558795204460967,0.13110222304832714,0.45227445167286245,0.8962164237918216,0.04171836059479554,0.10837860223048328,0.27860314498141264,4.853159851301116,538,t50
coco_better,gp_rbf_anch,0.35939886988847586,0.24973233643122678,0.10966655390334572,0.47441148327137544,0.8987474033457249,0.05400959851301115,0.10894463940520446,0.2504542360594796,8.230483271375464,538,t50
coco_better,gp_rbf_anch_maxvar,0.3665916635687732,0.24635136059479557,0.12024031784386617,0.5141181784386617,0.8989520483271376,0.07686372676579926,0.10933639033457249,0.25725528624535315,9.265799256505575,538,t50
